time,pm_assignments,pm_ask_reports,pm_reassign,pm_work_on,pm_cooperations,pm_evaluate_performance,pm_motivate,pm_priority,pm_optimize,pm_take_chance,problems_count,escalate_problem_count,cooperation_prob,trust_in_agents,completed_tasks,fail_tasks
150,0,0,0,,0,False,3,,1,,15,3,0.45,"[('Worker 0', 26), ('Worker 1', 27), ('Worker 2', 68), ('Worker 3', 35.7), ('Worker 4', 64), ('Worker 5', 14), ('Worker 6', 44), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",20,0
160,0,0,0,,1,False,3,,1,,16,3,0.45,"[('Worker 0', 26), ('Worker 1', 27), ('Worker 2', 68), ('Worker 3', 35.7), ('Worker 4', 64), ('Worker 5', 14), ('Worker 6', 44), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",20,0
170,0,1,0,,0,False,3,,1,,17,3,0.4,"[('Worker 0', 26), ('Worker 1', 27), ('Worker 2', 68), ('Worker 3', 35.7), ('Worker 4', 64), ('Worker 5', 14), ('Worker 6', 44), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",20,0
180,0,3,0,,0,False,3,,1,,17,3,0.35000000000000003,"[('Worker 0', 26), ('Worker 1', 27), ('Worker 2', 68), ('Worker 3', 35.7), ('Worker 4', 64), ('Worker 5', 14), ('Worker 6', 44), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",21,0
190,0,0,0,,1,False,3,,1,,17,3,0.30000000000000004,"[('Worker 0', 26), ('Worker 1', 27), ('Worker 2', 68), ('Worker 3', 35.7), ('Worker 4', 64), ('Worker 5', 14), ('Worker 6', 44), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",22,0
200,0,1,0,,0,False,3,,1,,20,3,0.25000000000000006,"[('Worker 0', 26), ('Worker 1', 27), ('Worker 2', 68), ('Worker 3', 35.7), ('Worker 4', 64), ('Worker 5', 14), ('Worker 6', 44), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",23,0
210,0,1,0,21,0,False,3,,1,,21,3,0.20000000000000007,"[('Worker 0', 26), ('Worker 1', 27), ('Worker 2', 68), ('Worker 3', 35.7), ('Worker 4', 64), ('Worker 5', 14), ('Worker 6', 44), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",25,0
220,0,1,1,,0,False,3,,1,,21,3,0.15000000000000008,"[('Worker 0', 26), ('Worker 1', 27), ('Worker 2', 68), ('Worker 3', 35.7), ('Worker 4', 64), ('Worker 5', 14), ('Worker 6', 44), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",26,0
230,0,0,0,,0,False,3,,1,,22,3,0.15000000000000008,"[('Worker 0', 26), ('Worker 1', 27), ('Worker 2', 68), ('Worker 3', 35.7), ('Worker 4', 67.2), ('Worker 5', 14), ('Worker 6', 44), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",29,0
240,0,0,0,,0,False,3,,1,,22,3,0.15000000000000008,"[('Worker 0', 26), ('Worker 1', 27), ('Worker 2', 68), ('Worker 3', 35.7), ('Worker 4', 67.2), ('Worker 5', 14), ('Worker 6', 44), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",30,0
250,0,0,0,,0,False,3,,1,,22,3,0.15000000000000008,"[('Worker 0', 26), ('Worker 1', 27), ('Worker 2', 68), ('Worker 3', 35.7), ('Worker 4', 67.2), ('Worker 5', 14), ('Worker 6', 44), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",30,0
260,0,0,0,,0,False,3,,1,,22,3,0.15000000000000008,"[('Worker 0', 26), ('Worker 1', 27), ('Worker 2', 68), ('Worker 3', 35.7), ('Worker 4', 67.2), ('Worker 5', 14), ('Worker 6', 44), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",31,0
270,0,0,0,,0,False,3,,1,,24,3,0.15000000000000008,"[('Worker 0', 26), ('Worker 1', 27), ('Worker 2', 68), ('Worker 3', 35.7), ('Worker 4', 67.2), ('Worker 5', 14), ('Worker 6', 44), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",31,0
280,0,0,0,,0,False,3,,2,,26,3,0.15000000000000008,"[('Worker 0', 26), ('Worker 1', 27), ('Worker 2', 68), ('Worker 3', 35.7), ('Worker 4', 67.2), ('Worker 5', 14), ('Worker 6', 44), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",31,0
290,0,1,0,,0,False,3,,2,,26,3,0.15000000000000008,"[('Worker 0', 26), ('Worker 1', 28.35), ('Worker 2', 68), ('Worker 3', 35.7), ('Worker 4', 67.2), ('Worker 5', 14), ('Worker 6', 44), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",31,0
300,0,2,0,,0,False,3,,2,,26,3,0.15000000000000008,"[('Worker 0', 26), ('Worker 1', 28.35), ('Worker 2', 68), ('Worker 3', 35.7), ('Worker 4', 67.2), ('Worker 5', 14), ('Worker 6', 44), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",32,0
310,0,1,0,,0,False,3,,2,,26,3,0.15000000000000008,"[('Worker 0', 26), ('Worker 1', 28.35), ('Worker 2', 68), ('Worker 3', 35.7), ('Worker 4', 67.2), ('Worker 5', 14), ('Worker 6', 44), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",33,0
320,0,0,0,,0,False,3,,11,,26,3,0.15000000000000008,"[('Worker 0', 26), ('Worker 1', 28.35), ('Worker 2', 68), ('Worker 3', 35.7), ('Worker 4', 67.2), ('Worker 5', 14), ('Worker 6', 44), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",34,0
330,0,1,0,,0,False,3,,11,,29,4,0.15000000000000008,"[('Worker 0', 26), ('Worker 1', 28.35), ('Worker 2', 68), ('Worker 3', 35.7), ('Worker 4', 67.2), ('Worker 5', 14), ('Worker 6', 44), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",34,0
340,0,1,0,,1,False,3,,11,,30,4,0.15000000000000008,"[('Worker 0', 26), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 67.2), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",35,0
350,0,1,0,,1,False,3,,11,,30,4,0.10000000000000007,"[('Worker 0', 26), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 67.2), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",35,0
360,0,0,1,,0,False,3,,11,,32,4,0.05000000000000007,"[('Worker 0', 26), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 67.2), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",35,0
370,0,1,0,,0,False,3,,11,,34,5,0.05000000000000007,"[('Worker 0', 26), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 67.2), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",35,0
380,0,0,0,,1,False,3,,11,,34,5,0.05000000000000007,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 67.2), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",35,0
390,0,2,1,,0,False,3,,11,,34,5,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 67.2), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",36,0
400,0,0,0,,0,False,3,,11,,35,5,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 67.2), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",36,0
410,0,2,0,,0,False,3,,11,,35,5,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",37,0
420,0,0,0,,0,False,3,,11,,36,5,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",38,0
430,0,0,0,,0,False,3,,11,,37,6,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",38,0
440,0,0,1,,0,False,3,,11,,38,7,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",40,0
450,0,0,1,,0,False,3,,11,,39,7,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",40,0
460,0,2,0,,0,False,3,,11,,40,7,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",40,0
470,0,0,0,,0,False,3,,11,,41,7,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",41,0
480,0,0,0,,0,False,3,,11,,41,7,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",41,0
490,0,0,0,,0,False,3,,11,,41,7,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",42,0
500,0,1,0,,0,False,3,,11,,42,7,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",43,0
510,0,1,0,,0,False,3,,11,,42,7,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",43,0
520,0,0,0,,0,False,3,,11,,42,7,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",43,0
530,0,1,0,,0,False,3,,11,,42,7,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",44,0
540,0,1,0,,0,False,3,,11,,42,7,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",45,0
550,0,0,0,,0,False,3,,11,,43,7,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",47,0
560,0,0,0,,0,False,3,,11,,43,7,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",47,0
570,0,0,0,,0,False,3,,11,,44,7,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",47,0
580,0,0,0,,0,False,3,,11,,44,7,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",47,0
590,0,0,0,,0,False,3,,11,,45,8,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",47,0
600,0,1,1,,0,False,3,,11,,45,8,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",47,0
610,0,0,0,,0,False,3,,11,,45,8,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",48,0
620,0,2,0,,0,False,3,,11,,46,8,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",48,0
630,0,0,0,,0,False,3,,11,,46,8,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",48,0
640,0,0,0,,0,False,3,,11,,46,8,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",48,0
650,0,0,0,,0,False,3,,11,,47,8,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",49,0
660,0,0,0,,0,False,3,,11,,47,8,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",49,0
670,0,0,0,,0,False,3,,11,,48,9,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",50,0
680,0,0,1,,0,False,3,,11,,48,9,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",50,0
690,0,0,0,,0,False,3,,11,,48,9,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",50,0
700,0,1,0,,0,False,3,,11,,48,9,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",50,0
710,0,0,0,,0,False,3,,11,,48,9,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",50,0
720,0,1,0,,0,False,3,,11,,48,9,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",51,0
730,0,0,0,,0,False,3,,11,,49,10,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",51,0
740,0,0,1,,0,False,3,,11,,49,10,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",51,0
750,0,0,0,,0,False,3,,11,,50,10,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 71.4), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",51,0
760,0,0,0,,0,False,3,,11,,51,10,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 74.97000000000001), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",51,0
770,0,1,0,,0,False,3,,11,,51,10,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 74.97000000000001), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",52,0
780,0,0,0,,0,False,3,,11,,52,11,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 74.97000000000001), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",52,0
790,0,0,1,,0,False,3,,11,,52,11,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 74.97000000000001), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",52,0
800,0,1,0,,0,False,3,,11,,52,11,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 74.97000000000001), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",52,0
810,0,0,0,,0,False,3,,11,,52,11,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 74.97000000000001), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",53,0
820,0,0,0,,0,False,3,,11,,52,11,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 74.97000000000001), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",54,0
830,0,0,0,,0,False,3,,11,,52,11,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 74.97000000000001), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",54,0
840,0,0,0,,0,False,3,,11,,52,11,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 74.97000000000001), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",54,0
850,0,0,0,,0,False,3,,11,,52,11,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 74.97000000000001), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",55,0
860,0,0,0,,0,False,3,,11,,52,11,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 74.97000000000001), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",55,0
870,0,0,0,,0,False,3,,11,,53,11,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 74.97000000000001), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",55,0
880,0,0,0,,0,False,3,,11,,53,11,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 74.97000000000001), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",55,0
890,0,0,0,,0,False,3,,11,,53,11,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 74.97000000000001), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",55,0
900,0,0,0,,0,False,3,,11,,53,11,6.938893903907228e-17,"[('Worker 0', 27.3), ('Worker 1', 28.35), ('Worker 2', 74.97000000000001), ('Worker 3', 35.7), ('Worker 4', 70.56), ('Worker 5', 14), ('Worker 6', 46.2), ('Worker 7', 47), ('Worker 8', 11), ('Worker 9', 11)]",56,0
