simulacion_id,pm_reassign,pm_cooperations,pm_take_chance,problems_count,cooperation_prob,completed_tasks,total_tasks,workers_number,resting_rate,collab_rate,pm_risky,workers_friendship,workers_motivation,workers_lazzyness,workers_psolv,time
112,0,0,13,1,0.0397926259004167,50,50,4,0.5290697674418605,0.0,0.06569767441860462,0.4663855102150082,116.71511627906976,0.2857010699335808,524.7024625377011,420
113,0,0,13,3,0.8953827999629088,50,50,4,0.296875,0.0,0.015156249999999982,0.4663855102150082,110.2265625,0.2857010699335808,525.8383608665756,310
114,0,0,12,4,0.9367606720280162,50,50,4,0.34375,0.0,0.05781249999999997,0.4663855102150082,112.0546875,0.2857010699335808,525.8383608665756,310
115,0,0,32,5,0.8434546845053794,50,50,4,0.29545454545454547,0.0,0.5727272727272725,0.4663855102150082,110.3030303030303,0.2857010699335808,528.8714625792824,320
116,0,0,94,115,0.1816743047119825,45,50,4,0.43829113924050633,0.0,-0.16879746835443094,0.4663855102150081,111.83623417721519,0.2857010699335808,604.8842171956169,2900
117,0,0,25,51,0.3548916759794077,49,50,4,0.5064102564102564,0.0,-0.05786324786324787,0.4663855102150082,113.67094017094017,0.2857010699335808,698.801271102619,1100
118,0,0,29,69,0.9461766806587842,50,50,4,0.38366336633663367,0.0,-0.09524752475247526,0.4663855102150082,109.49752475247524,0.2857010699335808,814.6650503462605,910
119,0,0,42,116,0.857537901032204,41,50,4,0.5131944444444444,0.0,-0.3468750000000001,0.4663855102150082,114.1138888888889,0.2857010699335808,1093.970443579913,3120
120,1,1,63,59,0.6801303575564586,48,50,4,0.47291666666666665,0.0,0.1814166666666663,0.4663855102150082,112.30208333333333,0.2857010699335808,1276.1275596738612,1120
121,2,13,51,39,0.01718997244010896,47,50,8,0.973125,0.000375,-0.07500500000000039,0.3826008039726059,122.447,0.5887384092019907,44.910762500000004,1030
122,7,11,55,36,0.028311867714491675,47,50,8,0.97175,0.000375,-0.20166,0.3826008039726059,122.515,0.5887384092019907,46.355975,1030
123,6,9,22,47,0.0230010665166956,47,50,8,0.970875,0.00025,-0.26203499999999996,0.3826008039726059,122.3885,0.5887384092019907,47.46654343750001,1240
124,3,6,28,44,0.010283829944216063,46,50,8,0.97225,0.000125,-0.191755,0.3826008039726059,122.623125,0.5887384092019907,49.32444298359375,1190
125,3,11,43,44,0.03148738173278195,47,50,8,0.97075,0.00025,-0.2003400000000004,0.3826008039726059,122.405,0.5887384092019907,50.97107583433595,950
126,0,0,30,1,0.8633635724114738,50,50,8,0.7972222222222223,0.0,0.3865555555555552,0.38260080397260593,118.91388888888889,0.5887384092019907,51.008305898437506,440
127,0,0,14,2,0.3593547454933209,50,50,8,0.7965686274509803,0.0,-0.028529411764705883,0.3826008039726058,118.70098039215686,0.5887384092019907,51.07007060431986,500
128,0,0,16,1,0.907515788959306,50,50,8,0.8623188405797102,0.0,-0.0008695652173913106,0.3826008039726059,120.1322463768116,0.5887384092019907,51.158305898437504,680
129,0,0,19,2,0.8737139415083158,50,50,8,0.7942708333333334,0.0,0.0636458333333333,0.3826008039726059,119.0078125,0.5887384092019907,51.3153087890625,470
130,0,0,28,0,0.9698846181250816,50,50,8,0.775,0.0,0.48999999999999977,0.3826008039726059,117.921875,0.5887384092019907,51.4014071484375,390
131,0,0,31,13,0.2511693706082729,50,50,8,0.8191176470588235,0.0,0.11941176470588194,0.3826008039726059,118.57794117647059,0.5887384092019907,51.62663330652573,830
132,1,6,33,17,0.026520018300577815,49,50,8,0.982875,0.00025,-0.21660500000000002,0.3826008039726059,122.853625,0.5887384092019907,52.90491564683228,730
133,1,1,11,13,0.8714444828737716,50,50,8,0.8082386363636364,0.0014204545454545455,-0.055738636363636365,0.3826008039726059,118.16761363636364,0.5887384092019907,52.931987812265646,640
134,3,8,14,15,0.2947816558288316,50,50,8,0.7710843373493976,0.0,-0.13102409638554216,0.3826008039726059,117.48192771084338,0.5887384092019907,53.014799841633106,700
135,1,2,64,17,0.6524397872040707,50,50,8,0.8242574257425742,0.0012376237623762376,0.2924752475247521,0.3826008039726059,118.51856435643565,0.5887384092019907,53.87200364314048,1000
136,2,2,80,44,0.7916000348885783,47,50,8,0.823489010989011,0.0,0.06249999999999961,0.3826008039726059,118.3021978021978,0.5887384092019907,55.52051882138594,1730
137,8,14,46,46,0.3533817170051129,47,50,8,0.7984104046242775,0.000722543352601156,-0.1089306358381503,0.3826008039726058,118.07586705202313,0.5887384092019907,58.4001735710372,1720
